personID,name,dOB,pOB,height,weight,handedness,pid
632,Lindy Ruff,1960-02-17,"Warburg, Alberta",188,91,L,/coaches/ruffli01c.html
633,Luke Adam,1990-06-18,"St. John's, Newfoundland and Labrador",188,93,L,a/adamlu01
634,T.J. Brennan,1989-04-03,"Willingboro, New Jersey",185,97,L,b/brenntj01
635,Christian Ehrhoff,1982-07-06,"Moers, Germany",188,91,L,e/ehrhoch01
636,Matt Ellis,1981-08-31,"Welland, Ontario",183,94,L,e/ellisma01
637,Tyler Ennis,1989-10-06,"Edmonton, Alberta",175,73,L,e/ennisty01
638,Jhonas Enroth,1988-06-25,"Stockholm, Sweden",178,79,L,e/enrotjh01
639,Brian Flynn,1988-07-26,"Lynnfield, Massachusetts",185,83,R,f/flynnbr01
640,Marcus Foligno,1991-08-10,"Buffalo, New York",190,103,L,f/foligma01
641,Nathan Gerbe,1987-07-24,"Oxford, Michigan",163,79,L,g/gerbena01
642,Mikhail Grigorenko,1994-05-16,"Khabarovsk, Russian Federation",190,94,L,g/grigomi01
643,Jochen Hecht,1977-06-21,"Mannheim, Germany",185,89,L,h/hechtjo01
644,Cody Hodgson,1990-02-18,"Toronto, Ontario",183,87,R,h/hodgsco01
645,Patrick Kaleta,1986-06-08,"Buffalo, New York",185,89,R,k/kaletpa01
646,Ville Leino,1983-10-06,"Savonlinna, Finland",185,86,L,l/leinovi01
647,Cody McCormick,1983-04-18,"London, Ontario",188,100,R,m/mccorco01
648,Ryan Miller,1980-07-17,"East Lansing, Michigan",188,76,L,m/millery01
649,Tyler Myers,1990-02-01,"Houston, Texas",203,103,R,m/myersty01
650,Steve Ott,1982-08-19,"Summerside, Prince Edward Island",183,87,L,o/ottst01
651,Adam Pardy,1984-03-29,"Bonavista, Newfoundland and Labrador",193,102,L,p/pardyad01
652,Kevin Porter,1986-03-12,"Detroit, Michigan",183,86,L,p/porteke01
653,Mark Pysyk,1992-01-11,"Sherwood Park, Alberta",185,88,R,p/pysykma01
654,Chad Ruhwedel,1990-05-07,"San Diego, California",180,86,R,r/ruhwech01
655,John Scott,1982-09-26,"Edmonton, Alberta",203,117,L,s/scottjo01
656,Andrej Sekera,1986-06-08,"Bojnice, Czechoslovakia",183,90,L,s/sekeran01
657,Drew Stafford,1985-10-30,"Milwaukee, Wisconsin",188,97,R,s/staffdr01
658,Alexander Sulzer,1984-05-30,"Kaufbeuren, Germany",185,92,L,s/sulzeal01
659,Thomas Vanek,1984-01-19,"Vienna, Austria",188,97,R,v/vanekth01
660,Mike Weber,1987-12-16,"Pittsburgh, Pennsylvania",188,98,L,w/webermi01
661,Glen Gulutzan,1971-08-12,"The Pas, Manitoba",None,None,None,/coaches/gulutgl99c.html
662,Richard Bachman,1987-07-25,"Salt Lake City, Utah",178,83,L,b/bachmri01
663,Jamie Benn,1989-07-18,"Victoria, British Columbia",188,95,L,b/bennja01
664,Jordie Benn,1987-07-26,"Victoria, British Columbia",188,90,L,b/bennjo01
665,Alex Chiasson,1990-10-01,"Montreal, Quebec",190,94,R,c/chiasal01
666,Trevor Daley,1983-10-09,"Toronto, Ontario",180,90,L,d/daleytr01
667,Brenden Dillon,1990-11-13,"New Westminster, British Columbia",193,102,L,d/dillobr01
668,Cody Eakin,1991-05-24,"Winnipeg, Manitoba",183,88,L,e/eakinco01
669,Loui Eriksson,1985-07-17,"Gothenburg, Sweden",188,81,L,e/erikslo01
670,Vernon Fiddler,1980-05-09,"Edmonton, Alberta",180,92,L,f/fiddlve01
671,Matt Fraser,1990-05-20,"Red Deer, Alberta",185,92,L,f/frasema02
672,Ryan Garbutt,1985-08-12,"Edmonton, Alberta",183,88,L,g/garbury01
673,Alex Goligoski,1985-07-30,"Grand Rapids, Minnesota",180,83,L,g/goligal01
674,Philip Larsen,1989-12-07,"Esbjerg, Denmark",185,83,R,l/larseph01
675,Kari Lehtonen,1983-11-16,"Helsinki, Finland",193,94,L,l/lehtoka01
676,Cristopher Nilstorp,1984-02-16,"Burlov, Sweden",190,87,R,n/nihlsch01
677,Eric Nystrom,1983-02-14,"Syosset, New York",185,90,L,n/nystrer01
678,Jamie Oleksiak,1992-12-21,"Toronto, Ontario",201,115,L,o/oleksja01
679,Toby Petersen,1978-10-27,"Minneapolis, Minnesota",178,89,L,p/peterto01
680,Stephane Robidas,1977-03-03,"Sherbrooke, Quebec",180,86,R,r/robidst01
681,Aaron Rome,1983-09-27,"Nesbitt, Manitoba",185,98,L,r/romeaa01
682,Antoine Roussel,1989-11-21,"Roubaix, France",180,90,L,r/roussan01
683,Colton Sceviour,1989-04-20,"Red Deer, Alberta",183,87,R,s/scevico01
684,Reilly Smith,1991-04-01,"Mimico, Ontario",183,83,L,s/smithre01
685,Tomas Vincour,1990-11-19,"Brno, Czechoslovakia",188,92,R,v/vincoto01
686,Tom Wandell,1987-01-29,"Sodertalje, Sweden",185,90,L,w/wandeto01
687,Francis Wathier,1984-12-07,"St Isidore, Ontario",193,98,L,w/wathifr01
688,Ray Whitney,1972-05-08,"Fort Saskatchewan, Alberta",178,81,R,w/whitnra01
689,Peter DeBoer,1968-06-13,"Dunnville, Ontario",None,None,None,/coaches/deboepe99c.html
690,Matt Anderson,1982-10-31,"West Islip, New York",180,88,R,a/anderma01
691,Krys Barch,1980-03-26,"Hamilton, Ontario",188,95,L,b/barchkr01
692,Steve Bernier,1985-03-31,"Quebec City, Quebec",190,101,R,b/bernist01
693,Martin Brodeur,1972-05-06,"Montreal, Quebec",188,99,L,b/brodema01
694,Bobby Butler,1987-04-26,"Marlborough, Massachusetts",183,85,R,b/butlebo01
695,Ryan Carter,1983-08-03,"White Bear Lake, Minnesota",185,92,L,c/cartery01
696,David Clarkson,1984-03-31,"Toronto, Ontario",183,93,R,c/clarkda03
697,Patrik Elias,1976-04-13,"Trebic, Czechoslovakia",185,86,L,e/eliaspa01
698,Mark Fayne,1987-05-15,"Nashua, New Hampshire",190,94,R,f/faynema01
699,Jeff Frazee,1987-05-13,"Edina, Minnesota",183,88,L,f/frazeje01
700,Eric Gelinas,1991-05-08,"Vanier, Ontario",193,97,L,g/geliner01
701,Stephen Gionta,1983-10-09,"Rochester, New York",170,80,R,g/giontst01
702,Andy Greene,1982-10-30,"Trenton, Michigan",180,86,L,g/greenan01
703,Peter Harrold,1983-06-08,"Kirtland Hills, Ohio",180,81,R,h/harrope01
704,Johan Hedberg,1973-05-05,"Leksand, Sweden",183,86,L,h/hedbejo01
705,Adam Henrique,1990-02-06,"Brantford, Ontario",183,88,L,h/henriad01
706,Cam Janssen,1984-04-15,"St. Louis, Missouri",183,97,R,j/janssca01
707,Jacob Josefson,1991-03-02,"Stockholm, Sweden",183,88,L,j/josefja01
708,Keith Kinkaid,1989-07-04,"Farmingville, New York",190,84,L,k/kinkake01
709,Tom Kostopoulos,1979-01-24,"Mississauga, Ontario",183,90,R,k/kostoto01
710,Ilya Kovalchuk,1983-04-15,"Tver, USSR",190,100,R,k/kovalil01
711,Adam Larsson,1992-11-12,"Skelleftea, Sweden",190,94,R,l/larssad01
712,Andrei Loktionov,1990-05-30,"Voskresensk, USSR",180,86,L,l/loktian01
713,Stefan Matteau,1994-02-23,"Chicago, Illinois",188,94,L,m/mattest02
714,Harri Pesonen,1988-08-06,"Muurame, Finland",183,90,L,p/pesonha01
715,Bryce Salvador,1976-02-11,"Brandon, Manitoba",193,97,L,s/salvabr01
716,Tim Sestito,1984-08-28,"Rome, New York",180,88,L,s/sestiti01
717,Henrik Tallinder,1979-01-10,"Stockholm, Sweden",193,97,L,t/tallihe01
718,Mattias Tedenby,1990-02-21,"Vetlanda, Sweden",175,79,L,t/tedenma01
719,Alexander Urbom,1990-12-20,"Stockholm, Sweden",196,97,L,u/urbomal01
720,Anton Volchenkov,1982-02-25,"Moscow, USSR",185,99,L,v/volchan01
721,Travis Zajac,1985-05-13,"Winnipeg, Manitoba",188,83,R,z/zajactr01
722,Marek Zidlicky,1977-02-03,"Most, Czechoslovakia",180,86,R,z/zidlima01
723,Dainius Zubrus,1978-06-16,"Elektrenai, USSR",196,102,L,z/zubruda01
724,Ralph Krueger,1959-08-31,"Winnipeg, Manitoba",None,None,None,/coaches/kruegra99c.html
725,Mark Arcobello,1988-08-12,"Milford, Connecticut",173,78,R,a/arcobma01
726,Eric Belanger,1977-12-16,"Sherbrooke, Quebec",180,83,L,b/belaner01
727,Yann Danis,1981-06-21,"Lafontaine, Quebec",183,83,L,d/danisya01
728,Devan Dubnyk,1986-05-04,"Regina, Saskatchewan",198,101,L,d/dubnyde01
729,Ben Eager,1984-01-22,"Ottawa, Ontario",188,108,L,e/eagerbe01
730,Jordan Eberle,1990-05-15,"Regina, Saskatchewan",180,84,R,e/eberljo01
731,Mark Fistric,1986-06-01,"Edmonton, Alberta",188,102,L,f/fistrma01
732,Sam Gagner,1989-08-10,"London, Ontario",180,90,R,g/gagnesa01
733,Taylor Hall,1991-11-14,"Calgary, Alberta",185,93,L,h/hallta02
734,Teemu Hartikainen,1990-05-03,"Kuopio, Finland",185,97,L,h/hartite01
735,Ales Hemsky,1983-08-13,"Pardubice, Czechoslovakia",183,80,R,h/hemskal01
736,Shawn Horcoff,1978-09-17,"Trail, British Columbia",185,95,L,h/horcosh01
737,Darcy Hordichuk,1980-08-10,"Kamsack, Saskatchewan",185,96,L,h/hordida01
738,Ryan Jones,1984-06-14,"Chatham, Ontario",185,92,L,j/jonesry01
739,Nikolai Khabibulin,1973-01-13,"Sverdlovsk, USSR",185,94,L,k/khabini01
740,Anton Lander,1991-04-24,"Sundsvall, Sweden",183,83,L,l/landean01
741,Ryan Nugent-Hopkins,1993-04-12,"Burnaby, British Columbia",183,83,L,n/nugenry01
742,Magnus Paajarvi,1991-04-12,"Norrkoping, Sweden",190,93,L,p/paajama01
743,Theo Peckham,1987-11-10,"Richmond Hill, Ontario",188,111,L,p/peckhth01
744,Lennart Petrell,1984-04-13,"Helsinki, Finland",190,89,L,p/petrele01
745,Jeff Petry,1987-12-09,"Ann Arbor, Michigan",190,91,R,p/petryje01
746,Corey Potter,1984-01-05,"Lansing, Michigan",190,92,R,p/potteco01
747,Justin Schultz,1990-07-06,"Kelowna, British Columbia",188,84,R,s/schulju01
748,Nick Schultz,1982-08-25,"Strasbourg, Saskatchewan",185,92,L,s/schulni01
749,Ladislav Smid,1986-02-01,"Frydlant, Czechoslovakia",193,95,L,s/smidla01
750,Jerred Smithson,1979-02-04,"Vernon, British Columbia",190,94,R,s/smithje01
751,Ryan Smyth,1976-02-21,"Banff, Alberta",185,87,L,s/smythry01
752,Chris VandeVelde,1987-03-15,"Moorhead, Minnesota",188,86,L,v/vandech01
753,Ryan Whitney,1983-02-19,"Boston, Massachusetts",193,94,L,w/whitnry01
754,Nail Yakupov,1993-10-06,"Nizhnekamsk, Russian Federation",180,88,L,y/yakupna01
755,Kirk Muller,1966-02-08,"Kingston, Ontario",183,92,L,/coaches/mulleki01c.html
756,Brett Bellemore,1988-06-25,"Windsor, Ontario",193,102,R,b/bellebr01
757,Marc-Andre Bergeron,1980-10-13,"Trois-Rivieres, Quebec",175,86,L,b/bergema02
758,Nicolas Blanchard,1987-05-31,"Granby, Quebec",190,93,L,b/blancni01
759,Drayson Bowman,1989-03-08,"Grand Rapids, Michigan",185,88,L,b/bowmadr01
760,Tim Brent,1984-03-10,"Cambridge, Ontario",183,85,R,b/brentti01
761,Joe Corvo,1977-06-20,"Oak Park, Illinois",183,92,R,c/corvojo01
762,Zac Dalpe,1989-11-01,"Paris, Ontario",188,89,R,d/dalpeza01
763,Patrick Dwyer,1983-06-22,"Spokane, Washington",180,79,R,d/dwyerpa01
764,Dan Ellis,1980-06-19,"Saskatoon, Saskatchewan",185,88,L,e/ellisda01
765,Justin Faulk,1992-03-20,"South St. Paul, Minnesota",183,98,R,f/faulkju01
766,Tim Gleason,1983-01-29,"Clawson, Michigan",183,98,L,g/gleasti01
767,Marc-Andre Gragnani,1987-03-11,"Montreal, Quebec",188,91,L,g/gragnma01
768,Jay Harrison,1982-11-03,"Oshawa, Ontario",193,99,L,h/harrija01
769,Michal Jordan,1990-07-17,"Zlin, Czechoslovakia",185,88,L,j/jordami01
770,Chad Larose,1982-03-27,"Fraser, Michigan",178,82,R,l/larosch01
771,Jamie McBain,1988-02-25,"Edina, Minnesota",185,81,R,m/mcbaija02
772,Ryan Murphy,1993-03-31,"Aurora, Ontario",180,82,R,m/murphry01
773,Riley Nash,1989-05-09,"Consort, Alberta",188,85,R,n/nashri02
774,Andreas Nodl,1987-02-28,"Vienna, Austria",185,88,L,n/nodlan01
775,Justin Peters,1986-08-30,"Blyth, Ontario",185,95,L,p/peterju01
776,Joni Pitkanen,1983-09-19,"Oulu, Finland",190,99,L,p/pitkajo01
777,Tuomo Ruutu,1983-02-16,"Vantaa, Finland",183,90,L,r/ruututu01
778,Bobby Sanguinetti,1988-02-29,"Trenton, New Jersey",190,86,None,s/sangubo01
779,Alexander Semin,1984-03-03,"Krasnojarsk, USSR",188,94,R,s/seminal01
780,Jeff Skinner,1992-05-16,"Toronto, Ontario",180,89,L,s/skinnje01
781,Eric Staal,1984-10-29,"Thunder Bay, Ontario",193,93,L,s/staaler01
782,Jared Staal,1990-08-21,"Thunder Bay, Ontario",193,95,None,s/staalja01
783,Jordan Staal,1988-09-10,"Thunder Bay, Ontario",193,99,L,s/staaljo01
784,Brett Sutter,1987-06-02,"Viking, Alberta",183,90,L,s/suttebr04
785,Chris Terry,1989-04-07,"Brampton, Ontario",180,90,L,t/terrych01
786,Jiri Tlusty,1988-03-16,"Slany, Czechoslovakia",183,92,L,t/tlustji01
787,Tim Wallace,1984-08-06,"Anchorage, Alaska",185,93,R,w/wallati01
788,Cam Ward,1984-02-29,"Saskatoon, Saskatchewan",185,87,L,w/wardca01
789,Jeremy Welsh,1988-04-30,"Bayfield, Ontario",190,95,L,w/welshje01
790,Kevin Westgarth,1984-02-07,"Amherstburg, Ontario",193,106,R,w/westgke01
791,Bob Hartley,1960-09-09,"Hawkesbury, Ontario",None,None,None,/coaches/hartlbo99c.html
792,Akim Aliu,1989-04-24,"Okene, Nigeria",193,102,R,a/aliuak01
793,Anton Babchuk,1984-05-06,"Kiev, USSR",196,90,R,b/babchan01
794,Mikael Backlund,1989-03-17,"Vasteras, Sweden",183,90,L,b/backlmi01
795,Sven Baertschi,1992-10-05,"Bern, Switzerland",180,86,L,b/baertsv01
796,Carter Bancks,1989-08-09,"Calgary, Alberta",180,82,L,b/banckca01
797,Steve Begin,1978-06-14,"Trois-Rivieres, Quebec",183,87,L,b/beginst01
798,T.J. Brodie,1990-06-07,"Chatham, Ontario",185,83,L,b/broditj01
799,Chris Butler,1986-10-27,"St. Louis, Missouri",185,88,L,b/butlech01
800,Paul Byron,1989-04-27,"Ottawa, Ontario",175,71,L,b/byronpa01
801,Mike Cammalleri,1982-06-08,"Toronto, Ontario",175,83,L,c/cammami01
802,Brett Carson,1985-11-29,"Regina, Saskatchewan",193,99,R,c/carsobr01
803,Roman Cervenka,1985-12-10,None,180,91,L,c/cervero01
804,Mark Cundari,1990-04-23,"Toronto, Ontario",175,88,L,c/cundama01
805,Mark Giordano,1983-10-03,"Toronto, Ontario",185,90,L,g/giordma01
806,Curtis Glencross,1982-12-28,"Kindersley, Saskatchewan",185,89,L,g/glenccu01
807,Ben Hanowski,1990-10-18,None,188,95,None,h/hanowbe01
808,Roman Horak,1991-05-21,"Ceske Budejovice, Czechoslovakia",183,77,L,h/horakro01
809,Jiri Hudler,1984-01-04,"Olomouc, Czechoslovakia",178,86,L,h/hudleji01
810,Leland Irving,1988-04-11,"Barrhead, Alberta",183,80,L,i/irvinle01
811,Tim Jackman,1981-11-14,"Minot, North Dakota",188,101,R,j/jackmti01
812,Blair Jones,1986-09-27,"Central Butte, Saskatchewan",188,97,R,j/jonesbl01
813,Miikka Kiprusoff,1976-10-26,"Turku, Finland",185,83,L,k/kiprumi01
814,Joey MacDonald,1980-02-07,"Pictou, Nova Scotia",183,89,L,m/macdojo01
815,Brian McGrattan,1981-09-02,"Hamilton, Ontario",193,106,R,m/mcgrabr01
816,Max Reinhart,1992-02-04,"West Vancouver, British Columbia",185,88,L,r/reinhma01
817,Cory Sarich,1978-08-16,"Saskatoon, Saskatchewan",193,93,R,s/saricco01
818,Derek Smith,1984-10-13,"Belleville, Ontario",185,89,L,s/smithde05
819,Matt Stajan,1983-12-19,"Mississauga, Ontario",185,88,L,s/stajama01
820,Lee Stempniak,1983-02-04,"West Seneca, New York",180,88,R,s/stemple01
821,Ben Street,1987-02-13,"Coquitlam, British Columbia",180,90,L,s/streebe01
822,Alex Tanguay,1979-11-21,"Ste-Justine, Quebec",185,87,L,t/tangual01
823,Daniel Taylor,1986-04-28,"Plymouth, United Kingdom",183,89,None,t/tayloda02
824,Dennis Wideman,1983-03-20,"Kitchener, Ontario",183,91,R,w/widemde01
825,Barry Trotz,1962-07-15,"Winnipeg, Manitoba",None,None,None,/coaches/trotzba99c.html
826,Daniel Bang,1987-04-19,"Stockholm, Sweden",190,94,L,b/bangda01
827,Victor Bartley,1988-02-17,"Ottawa, Ontario",183,98,L,b/bartlvi01
828,Taylor Beck,1991-05-13,"St. Catharines, Ontario",188,92,R,b/beckta01
829,Jonathon Blum,1989-01-30,"Long Beach, California",185,84,R,b/blumjo02
830,Gabriel Bourque,1990-09-23,"Rimouski, Quebec",178,93,L,b/bourqga01
831,Rich Clune,1987-04-25,"Toronto, Ontario",180,95,L,c/cluneri01
832,Mattias Ekholm,1990-05-24,"Borlange, Sweden",193,97,L,e/ekholma01
833,Ryan Ellis,1991-01-03,"Hamilton, Ontario",178,81,R,e/ellisry01
834,Mike Fisher,1980-06-05,"Peterborough, Ontario",185,97,R,f/fishemi01
835,Filip Forsberg,1994-08-13,"Ostervala, Sweden",185,92,R,f/forsbfi01
836,Paul Gaustad,1982-02-03,"Fargo, North Dakota",196,102,L,g/gaustpa01
837,Hal Gill,1975-04-06,"Concord, Massachusetts",201,110,L,g/gillha01
838,Matt Halischuk,1988-06-01,"Toronto, Ontario",183,81,R,h/halisma01
839,Kevin Henderson,1986-12-03,None,190,95,None,h/hendeke01
840,Patric Hornqvist,1987-01-01,"Sollentuna, Sweden",180,85,R,h/hornqpa01
841,Roman Josi,1990-06-01,"Bern, Switzerland",185,91,L,j/josiro01
842,Kevin Klein,1984-12-13,"Kitchener, Ontario",185,93,R,k/kleinke01
843,Sergei Kostitsyn,1987-03-20,"Novopolotsk, USSR",183,88,L,k/kostise01
844,David Legwand,1980-08-17,"Detroit, Michigan",188,93,L,l/legwada01
845,Chris Mason,1976-04-20,"Red Deer, Alberta",183,89,L,m/masonch02
846,Chris Mueller,1986-03-06,"West Seneca, New York",178,88,R,m/muellch01
847,Joonas Rask,1990-03-24,"Savonlinna, Finland",180,76,R,r/raskjo01
848,Pekka Rinne,1982-11-03,"Kempele, Finland",196,98,L,r/rinnepe01
849,Craig Smith,1989-09-05,"Madison, Wisconsin",185,94,R,s/smithcr01
850,Nick Spaling,1988-09-19,"Palmerston, Ontario",185,89,L,s/spalini01
851,Austin Watson,1992-01-13,"Ann Arbor, Michigan",193,89,R,w/watsoau01
852,Shea Weber,1985-08-14,"Sicamous, British Columbia",193,104,R,w/webersh01
853,Colin Wilson,1989-10-20,"Greenwich, Connecticut",185,97,L,w/wilsoco01
854,Brandon Yip,1985-04-25,"Vancouver, British Columbia",185,89,R,y/yipbr01
855,Guy Boucher,1971-08-03,"Notre-Dame-du-Lac, Quebec",None,None,None,/coaches/bouchgu99c.html
856,Jon Cooper,1967-08-23,"Prince George, British Columbia",None,None,R,/coaches/coopejo01c.html
857,Mike Angelidis,1985-06-27,"Woodbridge, Ontario",185,96,L,a/angelmi01
858,Keith Aulie,1989-06-11,"Rouleau, Saskatchewan",198,100,L,a/aulieke01
859,Mark Barberio,1990-03-23,"Montreal, Quebec",185,90,L,b/barbema01
860,Eric Brewer,1979-04-17,"Vernon, British Columbia",193,97,L,b/breweer01
861,Matt Carle,1984-09-25,"Anchorage, Alaska",183,89,L,c/carlema01
862,Brett Connolly,1992-05-02,"Campbell River, British Columbia",190,89,R,c/connobr01
863,B.J. Crombeen,1985-07-10,"Denver, Colorado",188,94,R,c/crombbj01
864,Cedrick Desjardins,1985-09-30,None,183,87,None,d/desjace01
865,Mathieu Garon,1978-01-09,"Chandler, Quebec",185,93,R,g/garonma01
866,Radko Gudas,1990-06-05,"Prague, Czechoslovakia",183,94,R,g/gudasra01
867,Victor Hedman,1990-12-18,"Ornskoldsvik, Sweden",198,109,L,h/hedmavi01
868,Tyler Johnson,1990-07-29,"Spokane, Washington",173,83,R,j/johnsty01
869,Alex Killorn,1989-09-14,"Halifax, Nova Scotia",185,90,L,k/killoal01
870,Pierre-Cedric Labrie,1986-12-06,"Baie-Comeau, Quebec",190,102,L,l/labripi01
871,Vincent Lecavalier,1980-04-21,"Ile Bizard, Quebec",193,97,L,l/lecavvi01
872,Brian Lee,1987-03-26,"Moorhead, Minnesota",190,90,R,l/leebr01
873,Anders Lindback,1988-05-03,"Gavle, Sweden",198,97,L,l/lindban01
874,Ryan Malone,1979-12-01,"Pittsburgh, Pennsylvania",193,99,L,m/malonry01
875,Brendan Mikkelson,1987-06-22,"Regina, Saskatchewan",190,95,L,m/mikkebr01
876,Ondrej Palat,1991-03-28,"Frydek-Mistek, Czechoslovakia",183,87,L,p/palaton01
877,Richard Panik,1991-02-07,"Martin, Czechoslovakia",188,95,L,p/panikri01
878,Benoit Pouliot,1986-09-29,"Alfred, Ontario",190,90,L,p/poulibe01
879,Teddy Purcell,1985-09-08,"St. John's, Newfoundland and Labrador",188,88,R,p/purcete01
880,Tom Pyatt,1987-02-14,"Thunder Bay, Ontario",180,83,L,p/pyattto01
881,Mathieu Roy,1983-08-10,"Saint-Georges, Quebec",185,90,R,r/royma01
882,Sami Salo,1974-09-02,"Turku, Finland",190,97,R,s/salosa01
883,Martin St. Louis,1975-06-18,"Laval, Quebec",173,81,L,s/stlouma01
884,Steven Stamkos,1990-02-07,"Markham, Ontario",185,87,R,s/stamkst01
885,Andrej Sustr,1990-11-29,"Plzen, Czechoslovakia",201,98,R,s/sustran01
886,Matt Taormina,1986-10-20,"Warren, Michigan",178,82,L,t/taormma01
887,Nate Thompson,1984-10-05,"Anchorage, Alaska",185,92,L,t/thompna01
888,Dana Tyrell,1989-04-23,"Airdrie, Alberta",178,87,L,t/tyrelda01
889,J.T. Wyman,1986-02-27,"Edina, Minnesota",188,90,R,w/wymanja01
890,Joe Sacco,1969-02-04,"Medford, United States",185,86,L,/coaches/saccojo01c.html
891,Sami Aittokallio,1992-08-06,"Tampere, Finland",185,78,None,a/aittosa01
892,Tyson Barrie,1991-07-26,"Victoria, British Columbia",180,89,R,b/barrity01
893,Patrick Bordeleau,1986-03-23,"Montreal, Quebec",198,102,L,b/bordepa02
894,Steve Downie,1987-04-03,"Newmarket, Ontario",180,86,R,d/downist01
895,Matt Duchene,1991-01-16,"Haliburton, Ontario",180,88,L,d/duchema01
896,Stefan Elliott,1991-01-30,"Vancouver, British Columbia",185,86,R,e/elliost01
897,Jean-Sebastien Giguere,1977-05-16,"Montreal, Quebec",185,91,L,g/gigueje01
898,Jan Hejda,1978-06-18,"Prague, Czechoslovakia",193,107,L,h/hejdaja01
899,Milan Hejduk,1976-02-14,"Usti nad Labem, Czechoslovakia",183,86,R,h/hejdumi01
900,Matt Hunwick,1985-05-21,"Warren, Michigan",180,90,L,h/hunwima01
901,Erik Johnson,1988-03-21,"Bloomington, Minnesota",193,102,R,j/johnser01
902,David Jones,1984-08-10,"Guelph, Ontario",190,94,R,j/jonesda01
903,Chuck Kobasew,1982-04-17,"Vancouver, British Columbia",183,87,R,k/kobasch01
904,Gabriel Landeskog,1992-11-23,"Stockholm, Sweden",185,97,L,l/landega01
905,Brad Malone,1989-05-20,"Miramichi, New Brunswick",188,99,L,m/malonbr01
906,Jamie McGinn,1988-08-05,"Fergus, Ontario",185,92,L,m/mcginja01
907,Cody McLeod,1984-06-26,"Binscarth, Manitoba",188,92,L,m/mcleoco01
908,John Mitchell,1985-01-22,"Oakville, Ontario",185,92,L,m/mitchjo01
909,Shane O'Brien,1983-08-09,"Port Hope, Ontario",190,104,L,o/obriesh01
910,Ryan O'Reilly,1991-02-07,"Clinton, Ontario",185,97,L,o/oreilry01
911,Mark Olver,1988-01-01,"Burnaby, British Columbia",178,77,L,o/olverma01
912,Aaron Palushaj,1989-09-07,"Livonia, Michigan",183,84,R,p/palusaa01
913,P.A. Parenteau,1983-03-24,"Hull, Quebec",183,90,R,p/parenpi01
914,Michael Sgarbossa,1992-07-25,"Campbellville, Ontario",183,82,L,s/sgarbmi01
915,Paul Stastny,1985-12-27,"Quebec City, Quebec",183,87,L,s/stastpa01
916,David Van Der Gulik,1983-04-20,"Abbotsford, British Columbia",178,78,L,v/vandeda01
917,Semyon Varlamov,1988-04-27,"Samara, USSR",188,95,L,v/varlasi01
918,Ryan Wilson,1987-02-03,"Windsor, Ontario",185,93,L,w/wilsory01
919,Greg Zanon,1980-06-05,"Burnaby, British Columbia",180,91,L,z/zanongr01
920,Kevin Dineen,1963-10-28,"Quebec City, Quebec",180,89,R,/coaches/dineeke01c.html
921,Nick Bjugstad,1992-07-17,"Minneapolis, Minnesota",198,97,R,b/bjugsni01
922,Brian Campbell,1979-05-23,"Strathroy, Ontario",178,87,L,c/campbbr02
923,Michael Caruso,1988-07-05,"Mississauga, Ontario",188,86,L,c/carusmi01
924,Scott Clemmensen,1977-07-23,"Des Moines, Iowa",188,91,L,c/clemmsc01
925,Tomas Fleischmann,1984-05-16,"Koprivnice, Czechoslovakia",185,87,L,f/fleisto01
926,Marcel Goc,1983-08-24,"Calw, Germany",185,89,L,g/gocma01
927,Erik Gudbranson,1992-01-07,"Ottawa, Ontario",196,100,R,g/gudbrer01
928,Quinton Howden,1992-01-21,"Winnipeg, Manitoba",188,85,L,h/howdequ01
929,Jonathan Huberdeau,1993-06-04,"Saint-Jerome, Quebec",185,91,L,h/huberjo01
930,Ed Jovanovski,1976-06-26,"Windsor, Ontario",190,99,L,j/jovaned01
931,Tomas Kopecky,1982-02-05,"Ilava, Czechoslovakia",190,95,L,k/kopecto01
932,Alex Kovalev,1973-02-24,"Togliatti, USSR",188,100,L,k/kovalal01
933,Filip Kuba,1976-12-29,"Ostrava, Czechoslovakia",193,102,L,k/kubafi01
934,Dmitry Kulikov,1990-10-29,"Lipetsk, USSR",185,92,L,k/kulikdm01
935,Jacob Markstrom,1990-01-31,"Gavle, Sweden",198,93,L,m/marksja02
936,Shawn Matthias,1988-02-19,"Mississauga, Ontario",193,104,L,m/matthsh01
937,Peter Mueller,1988-04-14,"Bloomington, Minnesota",188,92,R,m/muellpe01
938,George Parros,1979-12-29,"Washington, Pennsylvania",196,103,R,p/parroge01
939,Alexander Petrovic,1992-03-03,"Edmonton, Alberta",193,95,R,p/petroal01
940,Greg Rallo,1981-08-26,"Gurnee, Illinois",183,88,R,r/rallogr01
941,Jon Rheault,1986-08-01,"Arlington, Texas",180,90,R,r/rheaujo01
942,Colby Robak,1990-04-24,"Dauphin, Manitoba",190,87,L,r/robakco01
943,Eric Selleck,1987-10-20,"Brockville, Ontario",188,94,L,s/selleer01
944,Drew Shore,1991-01-29,"Denver, Colorado",188,94,R,s/shoredr01
945,Jack Skille,1987-05-19,"Madison, Wisconsin",185,97,R,s/skillja01
946,Tyson Strachan,1984-10-30,"Melfort, Saskatchewan",190,94,R,s/stracty01
947,Jose Theodore,1976-09-13,"Laval, Quebec",180,78,R,t/theodjo01
948,Scott Timmins,1989-09-11,None,180,86,None,t/timmisc01
949,Scottie Upshall,1983-10-07,"Fort McMurray, Alberta",183,90,L,u/upshasc01
